createdAt,url,positivePrompt,negativePrompt,nsfw,nsfwLevel,browsingLevel,likeCount,dislikeCount,heartCount,cryCount,laughCount,commentCount,username,Model,Meta,VAE,Resource1,Resource2,Resource3,Resource4,Resource5,Resource6
2024-08-12T16:34:23.461Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/74a6f909-a0e5-42b3-a9b9-539d7cf196e8/width=832/74a6f909-a0e5-42b3-a9b9-539d7cf196e8.jpeg,A baby yellow chick as deadpool,,False,None,1,3104,0,985,146,448,9,BooButtMeowzer,,"Size: 832x1216, Seed: 161996815, Steps: 25, Sampler: Undefined, Version: ",N/A,,,,,,
2024-09-18T09:37:35.896Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/7a3cb200-2b04-4109-ad5b-a64764ae1510/width=1536/7a3cb200-2b04-4109-ad5b-a64764ae1510.jpeg,bubble teabig kawaii anime eyes blush stickers cherry :3 bubble tea whipped cream on top blurry solo moon rainbowglitter on top,"civit_nsfw, person, human,ugly,2D,flat colors",False,None,1,2798,0,1143,206,535,4,dahliamaker,urn:air:sdxl:checkpoint:civitai:101055@128078,"Size: , Seed: 145970916, Steps: 46, Sampler: DPM++ 2M, Version: ",N/A,,,,,,
2024-08-27T21:38:32.843Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/dfd7e005-0f5a-4d7b-9b1a-1c90ee0a922f/width=832/dfd7e005-0f5a-4d7b-9b1a-1c90ee0a922f.jpeg,A semi-realistic image of 4 white wizards posing like they’re on a rap album cover. Two are standing wearing unique wizard hats while the other two are squatting with different styles of hoods covering their faces. Each wizard wears different flashy outfits with over-the-top bling—huge gold chains rings and sunglasses. Making gang signs. Two of the wizards are casting luminous spells. One wizard holds a glowing staff another flashes stacks of hundred-dollar bills. The background is a gritty urban setting perfect for a rap album cover. 'Shadow Wizard Money Gang' is spelled out in bold glowing letters at the top with 'We love casting spells' at the bottom. An 'Explicit Content' logo is in the corner,,False,None,1,2750,0,905,198,828,13,UnstableGen,,"Size: 832x1216, Seed: 90200466, Steps: 25, Sampler: Undefined, Version: ",N/A,,,,,,
2024-09-05T17:06:03.331Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/f38b4aa5-9b9c-41eb-91ce-f191a896a757/width=848/f38b4aa5-9b9c-41eb-91ce-f191a896a757.jpeg,,,False,None,1,2962,0,1028,225,465,0,NeverWas,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-10-01T15:59:52.176Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/4c090abe-be2a-4e9e-97f0-9ba925a80698/width=1080/4c090abe-be2a-4e9e-97f0-9ba925a80698.jpeg,golden cracks on white A professional photography of a A tarnished golden cage its ornate framework twisted and corroded with age sits atop a weathered stone pedestal in a dimly lit dusty library surrounded by shelves of worn leather-bound tomes and flickering candelabras that cast eerie shadows on the walls as if the very flames themselves were watching from the pages within.<lora:golden_cracks_on_white_Flux-000008:1>,,False,None,1,3021,0,1048,208,400,2,mnemic,Checkpoints\Checkpoints\Flux\flux_dev_pruned_fp8.safetensors,"Size: (None, Seed: 725557635493023, Steps: 20, Sampler: dpmpp_2m_beta, Version: ",ae.sft,"Name: golden_cracks_on_white_Flux-000008, Type: lora, Weight: 1","Name: Checkpoints\Checkpoints\Flux\flux_dev_pruned_fp8.safetensors, Type: model, Weight: N/A",,,,
2024-08-26T13:35:36.757Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/847f041d-30fa-4306-9386-ee83de76cd63/width=768/847f041d-30fa-4306-9386-ee83de76cd63.jpeg,fca_style rainbow colored silhoutte outline against a dark background a female reaper anime magical fantasy plasma pattern,,False,None,1,3025,0,1055,214,375,3,xthisisbotoxx,,"Size: , Seed: , Steps: 30, Sampler: UniPC, Version: ",N/A,,,,,,
2024-11-12T19:04:00.422Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/227f50bb-ef24-4a23-bf0e-51403782cfe0/width=808/227f50bb-ef24-4a23-bf0e-51403782cfe0.jpeg,,,False,None,1,2973,0,942,204,548,1,biggcriz,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-08-27T19:31:50.659Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/5032674e-6e12-4875-8d13-a5615a820187/width=896/5032674e-6e12-4875-8d13-a5615a820187.jpeg,,,False,None,1,3045,0,1083,176,363,3,sunnytiersen,flux1-dev,"Size: 896x1152, Seed: 873540102, Steps: 24, Sampler: IPNDM, Version: f2.0.1v1.10.1-previous-426-ge60bb1c9",N/A,"Name: FluxDFaeTasticDetails, Type: lora, Weight: N/A","Name: - Flux1 - vanta_black_V1.0, Type: lora, Weight: N/A","Name: ImageUpgraderV2, Type: lora, Weight: N/A","Name: Dever_Flux_Enhancer, Type: lora, Weight: N/A","Name: FluxFantasyKnightsV1, Type: lora, Weight: N/A","Name: flux1-dev, Type: model, Weight: N/A"
2024-11-18T10:07:00.905Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/4ee68fd3-449c-426c-86af-7ed37f9e7cf0/width=832/4ee68fd3-449c-426c-86af-7ed37f9e7cf0.jpeg,psycho_4rt glitch art surrealism abstract composition the Joker's silhouette as the central figure dark yet vibrant colors (playing card background: Joker card) intricate and fragmented designs resembling digital errors distorted patterns bold contrasting hues (psychedelic effects:1.3) flowing textures and surreal shapes. The Joker is surrounded by glitchy distortions broken pixel art effects vibrant light streaks and surreal dreamlike haze. The entire composition merges with the theme of a Joker playing card with card details subtly embedded in the design. High detail cinematic lighting atmospheric and moody visually striking.,,False,None,1,3055,0,1050,205,346,5,MarTz_Arts,,"Size: , Seed: 893713608780052, Steps: 26, Sampler: Euler, Version: ",N/A,,,,,,
2024-10-07T15:23:59.758Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/d91c3136-30e4-4237-8d38-048307e15f4b/width=832/d91c3136-30e4-4237-8d38-048307e15f4b.jpeg,,,False,None,1,3015,0,1004,239,397,2,Regiiina,,"Size: 832x1216, Seed: 617509664, Steps: 25, Sampler: Undefined, Version: ",N/A,,,,,,
2024-11-06T05:35:54.772Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/bb18d643-4bac-439b-a647-35b9355aee31/width=768/bb18d643-4bac-439b-a647-35b9355aee31.jpeg,,,False,None,1,2830,0,1005,238,579,4,Abzaloff,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-09-06T08:54:00.134Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/c4066827-4677-4085-bd9a-546c8c06dcb5/width=896/c4066827-4677-4085-bd9a-546c8c06dcb5.jpeg,,,False,None,1,3000,0,1148,152,350,6,Nebelx,,"Size: , Seed: 695311659687956, Steps: 25, Sampler: DDIM, Version: ",N/A,,,,,,
2024-07-31T14:38:26.820Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/e093c297-01f3-42ee-ba09-efdef2830360/width=832/e093c297-01f3-42ee-ba09-efdef2830360.jpeg,,,False,None,1,2982,0,1029,190,442,5,NatureBoyBihar,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-08-29T20:48:46.180Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/4ac08e78-8d29-416e-a8fb-1bc4c799bb80/width=832/4ac08e78-8d29-416e-a8fb-1bc4c799bb80.jpeg,,,False,None,1,3034,0,1056,158,393,5,yhgozum937,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-08-08T11:12:09.086Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/f1c18234-b092-4353-ad73-176ec4bf0a53/width=768/f1c18234-b092-4353-ad73-176ec4bf0a53.jpeg,,,False,None,1,3143,0,1033,157,308,7,DreamCk,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-08-16T12:48:30.585Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/2e81a498-56a1-4beb-afb4-a18251542f08/width=896/2e81a498-56a1-4beb-afb4-a18251542f08.jpeg,,,False,None,1,1430,0,526,83,253,9,sunnytiersen,flux.1_dev_16x16,"Size: 896x1152, Seed: 721193538, Steps: 20, Sampler: Euler, Version: f2.0.1v1.10.1-previous-251-g61f83dd6",N/A,"Name: flux.1_dev_16x16, Type: model, Weight: N/A",,,,,
2024-07-24T19:56:59.208Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/1be24f2e-99f7-44c9-9553-16bf720f0414/width=1024/1be24f2e-99f7-44c9-9553-16bf720f0414.jpeg,Pony zPDXLxxx-pos score_9 score_8_up 1girl on an airfield futuristic astronaut bulky body armor hkstyle full power armor CHONK large backpack (open visor:1.4) (visible face:1.4) waving neon green accessories professional illustration extreme detail angular brush iridescent <lora:HKStyle:0.8>  <lora:gr1slyXLP:1>,"Pony zPDXLxxx-neg, cropped, too many fingers, amateur, low detail, sketch",False,None,1,1577,0,525,59,131,1,Idiott,Pony 7thAnimeXLPonyA_v10,"Size: 1024x1344, Seed: 3666555041, Steps: 20, Sampler: DPM++ 2M, Version: v1.9.4",sdxl_vae.safetensors,"Name: HKStyle, Type: lora, Weight: 0.8","Name: gr1slyXLP, Type: lora, Weight: 1","Name: Pony 7thAnimeXLPonyA_v10, Type: model, Weight: N/A",,,
2024-11-24T16:19:09.924Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/3b042d8b-bad6-4889-8dd5-394d263b9d16/width=832/3b042d8b-bad6-4889-8dd5-394d263b9d16.jpeg,"ArcaneFGTNR Sci-fi mech neon brushstrokes vibrant electric tones glowing patterns futuristic textures 
The Huntress red hair flowing and antler headdress adorned aiming her bow in a chaotic battlefield. She wears native American attire and her expression is one of intense focus. The battlefield is filled with clashing warriors and mythical beasts under a dramatic stormy sky. 
in the style of hauntingly atmospheric dark fantasy VHS horror 80's horror with vibrant colors
 radiant abstract high-tech details cybernetic brilliance luminous fusion",,False,None,1,1616,0,470,80,129,0,OdiousStooge,,"Size: 832x1216, Seed: 251477670, Steps: 34, Sampler: Undefined, Version: ",N/A,,,,,,
2024-08-06T09:38:56.596Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/ac8fec92-fa75-4aa5-92cf-9a353a7a9a36/width=1024/ac8fec92-fa75-4aa5-92cf-9a353a7a9a36.jpeg,A stunning surreal photo of a tea cup filled with swirling ocean waves featuring a blend of vivid and realistic elements. The tea cup is displayed on a wooden table with a plain white background. The waves inside the cup showcase a gradient of colors transitioning from deep blue to bright turquoise. The water appears to be alive with tiny fish swimming about and corals peeking through the surface. The photo is captured in a 9:16 aspect ratio and has been stylized with a 250% amplification to emphasize the intricate details of the oceanic scene. photo cinematic atmosphere RAW photo shot by dslr Fujifilm XT3 depth of field bokeh soft lighting film grain Lifelike full sharp,,False,None,1,1575,0,474,81,161,1,makeitdoubleplz,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-05-02T18:10:01.563Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/a5220d1b-23e0-4ea1-b551-d5ec46ec3c3f/width=1080/a5220d1b-23e0-4ea1-b551-d5ec46ec3c3f.jpeg,"stained glass style a slumbering dreamweaver reclines upon a moss covered islet surrounded by a halo of soft luminescence that seeps from the wispy tendrils of fog curling around its form like a gentle lover's caress. the dreamer's eyes are half closed their gaze drifting lazily towards the surface of a glassy lake where ripples of gold and copper disturb the otherwise perfect reflection of the mist shrouded peaks rising in the distance. as the dreamweaver's hand darts across the water a scattering of moon petaled flowers floats to the surface releasing their sweet fragrance into the still air while a office of silver tailed fish weave through the depths their gentle splashing creating a soothing melody that seems to harmonize with the dreamer's very breath. . vibrant beautiful translucent intricate detailed 
many details extreme detailed full of details
Wide range of colors. DramaticDynamicCinematicSharp details
Insane quality. Insane resolution. Insane details. Masterpiece. 32k resolution.
<lora:add-detail-xl:0.95> <lora:dvr-lnds-sdxl:0.3> dvr-lnds-sdxl <lora:MJ52:0.25> <lora:ral-apoctvisn-sdxl:0.3> ral-apoctvisn <lora:zavy-cntrst-sdxl:0.35> dark chiaroscuro low-key <lora:zavy-rmlght-sdxl:0.41> zavy-rmlght <lora:SDXLFaeTastic2400:0.225>","grotesque, unsightly, misshapen, deformed, mangled, awkward, distorted, twisted, contorted, misshapen, lopsided, malformed, asymmetrical, irregular, unnatural, botched, mangled, mutilated, disfigured, unsightly, ugly, repulsive, revolting, ghastly, hideous, unappealing, terrible, awful, frightful, odious, loathsome, revolting, obnoxious, detestable, hateful, repugnant, sickening, vile, abhorrent, contemptible, execrable, loathsome, detestable, repellent, disgusting, revolting, loathsome, distasteful, abominable, ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, extra limbs, disfigured, deformed, body out of frame, blurry, bad anatomy, blurred, watermark, grainy, signature, cut off, draft, amateur, multiple, gross, weird, uneven, furnishing, decorating, decoration, furniture, text, poor, low, basic, worst, unprofessional, failure, crayon, oil, label, thousand (hands:1.1), , straight stitch, monochromatic, plain, unpatterned",False,None,1,1461,0,601,70,157,3,AIDigitalMediaAgency,ForRealXL,"Size: 540x960, Seed: 2662250548, Steps: 18, Sampler: Euler, Version: f0.0.17v1.8.0rc-latest-276-g29be1da7",sdxl_vae.safetensors,"Name: add-detail-xl, Type: lora, Weight: 0.95","Name: dvr-lnds-sdxl, Type: lora, Weight: 0.3","Name: MJ52, Type: lora, Weight: 0.25","Name: ral-apoctvisn-sdxl, Type: lora, Weight: 0.3","Name: zavy-cntrst-sdxl, Type: lora, Weight: 0.35","Name: zavy-rmlght-sdxl, Type: lora, Weight: 0.41"
2024-06-04T02:52:11.100Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/34f9f66a-c823-434a-8eae-f09e8542d95b/width=896/34f9f66a-c823-434a-8eae-f09e8542d95b.jpeg,"romantic art low angle This fantastical painting depicts a single peacock drinking water from a tranquil lake at sunset with clouds casting shadows across the sky. The setting sun bathes the scene in a warm golden light creating an ethereal atmosphere. The peacock's feathers are painted with incredible detail each individual scale visible under the artist's skilled hand. The clouds in the background are depicted in a gradient of colors from soft yellow and oranges to deep blues and gold adding to the dreamlike quality of the scene. The overall style is reminiscent of fantasy art with a focus on intricate details and a sense of wonder. The image is a true masterpiece showcasing the artist's exceptional skill in capturing the beauty and majesty of nature in a surreal and imaginative way. pastel colors 
<lora:Paul_Signac_Neo-Impressionist_dotted_paintings_Pointillism:1> ah_signac  <lora:TQ_-__Kids_Storybook_Illustrations_XL-000006:0.2>   <lora:ral-lava-sdxl-v2:0> ral-lava <lora:artfullyTREETTREET_SDXL_V1:1.2> Arttrttrt","sign, signing,",False,None,1,1466,0,528,89,201,2,Weak_Examination,realismFromHadesXL_v57x,"Size: 896x1584, Seed: 2954275094, Steps: 20, Sampler: DPM++ 2M, Version: v1.9.4",sdxl_vae.safetensors,"Name: Paul_Signac_Neo-Impressionist_dotted_paintings_Pointillism, Type: lora, Weight: 1","Name: TQ_-__Kids_Storybook_Illustrations_XL-000006, Type: lora, Weight: 0.2","Name: ral-lava-sdxl-v2, Type: lora, Weight: 0","Name: artfullyTREETTREET_SDXL_V1, Type: lora, Weight: 1.2","Name: realismFromHadesXL_v57x, Type: model, Weight: N/A",
2024-10-25T07:13:28.247Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/e50198d6-5bc9-4f0a-99bd-7020426431ee/width=832/e50198d6-5bc9-4f0a-99bd-7020426431ee.jpeg,score_9 score_8_up score_7_up ((watercolor style)) A gritty dystopian scene featuring a skeleton wearing a hooded jacket sitting on a stairway at night. The skeleton has its face partially obscured by red tape and it's holding a drink in one skeletal hand. The atmosphere is dark and moody with a streetlight glowing dimly in the background. The color palette consists of muted blues pinks and grays with subtle comic book-style shading and texture reminiscent of Rob Bowyer's dark surreal aesthetic mixed with a cyberpunk noir feel. The overall vibe is eerie yet contemplative emphasizing the haunting loneliness of the urban setting nvcmsdx,"Score_6, score_5, score_4, 3d, (((source_furry))), source_anime, bad quality, bad anatomy, worst quality, low quality, low resolution, extra fingers, blur, blurry, ugly, wrong proportions, watermark, image artifacts, lowres, ugly, jpeg artifacts, deformed, noisy image, deformation, signature, text, pens, brushes, paper edge",False,None,1,1499,0,436,138,210,2,Dirtus,,"Size: 832x1216, Seed: 493625211, Steps: 34, Sampler: Euler a, Version: ",N/A,,,,,,
2024-06-27T08:04:47.282Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/dc523250-059b-4e5b-9ee7-05c726b54cdb/width=1200/dc523250-059b-4e5b-9ee7-05c726b54cdb.jpeg,Scandinavian style living room with a cozy sofa and tropical plant decorationsfloor lamps casting warm light illuminating the space. A stunning relief wall painting on the living room backdrop depicting rolling mountains bathed in yellow lightingcreating a dreamy forest ambiance. Flowing riversethereal cloudsand vast skies compose the main elements of the mural. This artwork showcases detailed structures and smooth curvesrendered in high resolution for ultimate detailhyper-realistic8K ultra-high quality. The entire piece exudes surrealismrepresenting the pinnacle of quality craftsmanship with volumetric lighting effects that are breathtaking.,"NSFW,(worst quality:2),(low quality:2),(normal quality:2),lowres,(monochrome),(grayscale),blur,signature,drawing,sketch,text,word,logo,cropped,out of frame,wormline:2),(low quality:2),monochrome,grayscale,drawing,painting,crayon,sketch,graphite,soft,deformed,ugly,(soft line),nsfw,,nsfw",False,None,1,1490,0,557,65,171,5,trungcaha,ReVAnimated_v122_V122.safetensors,"Size: 600x960, Seed: 1579487646, Steps: 30, Sampler: DPM++ 2M Karras, Version: ",N/A,"Name: ReVAnimated_v122_V122.safetensors, Type: model, Weight: N/A",,,,,
2024-05-11T08:29:55.409Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/94ea0329-476c-438d-bb51-4541b47ed2f1/width=896/94ea0329-476c-438d-bb51-4541b47ed2f1.jpeg,(stained glass art designed by Louis Comfort Tiffany:1.1) and (Tom Fruin:1.2)  [grand Vector Art landscape of a (Himalayan:1.1)  Mundane and Moody Clear skies volumetric lighting F/8 Velvia concept art::16] sci-fi plain <lora:ral-hnycmb:0.7> made out of ral-hnycmb surreal romantic dynamic dramatic beautiful full taking enhanced quality perfect background unique,,False,None,1,1482,0,565,58,176,2,RalFinger,mhxlAventisHorizon_v20,"Size: 896x1152, Seed: 3777467910, Steps: 30, Sampler: DPM++ 3M SDE Exponential, Version: f0.0.10-latest-95-gd2af6d1b",N/A,"Name: ral-hnycmb, Type: lora, Weight: 0.7","Name: mhxlAventisHorizon_v20, Type: model, Weight: N/A",,,,
2024-08-29T19:30:06.466Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/25d8668c-eb26-4e32-a930-86d3cf898c91/width=832/25d8668c-eb26-4e32-a930-86d3cf898c91.jpeg,,,False,None,1,1454,0,604,82,140,5,KawaiiKitsuneAi,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-06-12T19:50:17.194Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/503081b2-9034-42dd-b204-6b8a1ac08ee9/width=1664/503081b2-9034-42dd-b204-6b8a1ac08ee9.jpeg,,,False,None,1,1493,0,559,69,157,1,Dever,,"Size: , Seed: , Steps: , Sampler: , Version: ",N/A,,,,,,
2024-10-19T15:59:59.024Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/062251d6-f06c-47c0-9d2e-ba204a0207f9/width=832/062251d6-f06c-47c0-9d2e-ba204a0207f9.jpeg,score_9 score_8_up score_7_up score_6_up YXNGH 1girl flower mole solo portrait rose glowing mole under eye parted lips looking at viewer simple background black background purple theme glowing eyes white eyes short hair,"score_6, score_5, score_4, score_3, fat, ugly",False,None,1,1409,0,501,133,234,8,blacksnowskill,,"Size: 832x1216, Seed: 138871158, Steps: 25, Sampler: Euler a, Version: ",N/A,,,,,,
2024-09-25T23:51:14.490Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/dfe69085-e48b-4e2e-992e-6d401ceac8ad/width=832/dfe69085-e48b-4e2e-992e-6d401ceac8ad.jpeg,"This is a high-resolution digital artwork featuring a cereal box of ""Civitai"" cereal by JustMaier. The box is predominantly blue with a civitaiLogo as the focus and the word ""Civitai Cereal"" in bold playful letters. The background of the box features a whimsical illustration of computer servers which is the central focus. There is a circle on the box with the text ""Free blue buzz in every box!""
The cereal box also features a vibrant colorful illustration of computer chips floating around the servers. The bowl and spoon are depicted in the lower right corner of the box with the spoon resting in the bowl and cereal scattered around it on a wooden surface.
The nutritional information and ingredients are listed on the right side of the box in a white and blue section. The box is placed on a wooden table which adds a warm natural element to the scene. The background of the image is a simple gradient blue allowing the colorful cereal box to stand out.
   <lora:Cereal_Creator_FLUX-000013:0.8>   <lora:civitaiLogoFlux:1>",,False,None,1,1353,0,497,78,349,1,kftiger,flux1-dev-bnb-nf4-v2,"Size: 832x1216, Seed: 1308247961, Steps: 35, Sampler: Euler, Version: f2.0.1v1.10.1-previous-501-g668e87f9",N/A,"Name: Cereal_Creator_FLUX-000013, Type: lora, Weight: 0.8","Name: civitaiLogoFlux, Type: lora, Weight: 1","Name: flux1-dev-bnb-nf4-v2, Type: model, Weight: N/A",,,
2024-05-13T07:29:19.112Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/d893e41d-76fb-4226-a9b9-1f3fc39048aa/width=1680/d893e41d-76fb-4226-a9b9-1f3fc39048aa.jpeg,illustrationportraitIn the midst of a raging sea battle a fearless woman rides an attack shark with precision wielding a trident in hand as she leads her aquatic cavalry into the fray,,False,None,1,1325,0,540,65,347,1,impossiblebearcl4060,bazaar_v020UD,"Size: 840x1216, Seed: 3828534306, Steps: 20, Sampler: DPM++ 2M, Version: v1.9.3",sdxl_vae.safetensors,"Name: bazaar_v020UD, Type: model, Weight: N/A",,,,,
2024-10-22T18:20:00.000Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/c9d44cfc-e803-4ecb-8b97-d0222109f255/width=1040/c9d44cfc-e803-4ecb-8b97-d0222109f255.jpeg,crumpled paper art. in the form of an older woman. (her face is made from cumpled paper. bold composition,,False,None,1,1435,0,536,85,220,2,Grumblebutt,sd3.5_large_turbo,"Size: , Seed: 32, Steps: 6, Sampler: DDIM, Version: ",N/A,,,,,,
2024-07-17T13:45:18.904Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/e17db833-3354-4eb0-9116-9cdda37325e2/width=832/e17db833-3354-4eb0-9116-9cdda37325e2.jpeg,"((score_9 score_8_up score_7_up)) HMstyle
upper body image of a person enveloped in a shroud-like material appears to be merging with the air around them high contrast between the dark background and the bright glowing texture of the material to give a feeling of emergence or transformation shades to enhance the mysterious and intense atmosphere","score_6, score_5, score_4, marvel style, western art, disney style, pixar style, wes anderson style, ugly face, mutated hands,  gang-signs, expressive hand gestures, many fingers, low res, blurry face, black and white, furry, red skin, thong, underwear, yellow skin, short boots, incorrect anatomy, loose fabric, exposed skin, low detail background, fat, small breasts, dress, skirt",False,None,1,1548,0,522,66,139,1,eduardo_saffe,,"Size: 832x1216, Seed: 185125354, Steps: 32, Sampler: DPM++ 2M Karras, Version: ",N/A,,,,,,
2024-06-17T22:01:51.836Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/4c3a5cd3-ef67-49b2-a4c1-67059d5119a8/width=1800/4c3a5cd3-ef67-49b2-a4c1-67059d5119a8.jpeg,"A delightful creature of pure adorableness. Fluffikins is a small chubby beast covered in soft pastel-colored fur that shimmers with a gentle glow. It has large round eyes that sparkle with curiosity and mischief and its tiny paws end in harmless puffy digits.
Fluffikinsâ voice is a series of sweet melodic chirps and purrs that can melt the heart of even the grumpiest dwarf. It radiates an aura of pure joy and happiness causing nearby creatures to feel an overwhelming urge to cuddle and play.
Beware its most powerful ability the ""Snuggle Storm"" which can render entire fortress populations useless as they become entranced by Fluffikins' irresistible charm. Legends say that those who encounter Fluffikins are often left with a sense of profound contentment and a strange uncontrollable urge to knit tiny sweaters","(worst quality, bad quality, poor quality:1.3), watermark, text, cartoon, 3d, pixar, disney, realism, photo, depth of field, bokeh, camera",False,None,1,1476,0,487,79,233,1,unidentified_author,Disbelief,"Size: 1216x832, Seed: 4226542230, Steps: 30, Sampler: DPM++ 3M SDE Exponential, Version: f0.0.17v1.8.0rc-latest-287-g77bdb920",fixFP16ErrorsSDXLLowerMemoryUse_v10.safetensors,"Name: Disbelief, Type: model, Weight: N/A",,,,,
2024-11-13T20:29:54.790Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/d4a78ab3-97d8-4a2f-8991-d229561d5fcb/width=832/d4a78ab3-97d8-4a2f-8991-d229561d5fcb.jpeg,((ne0nfant4sy mythp0rt)) A hyper-realistic image,,False,None,1,1618,0,420,98,138,2,dougs0011,,"Size: 832x1216, Seed: 2506928457, Steps: 25, Sampler: Undefined, Version: ",N/A,,,,,,
2024-05-02T19:50:09.064Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/ccf8e590-6b4c-4d1e-a31d-617247a818ae/width=1272/ccf8e590-6b4c-4d1e-a31d-617247a818ae.jpeg,racoon jedi with blue lightsaberfaded film desaturated 35mm photo grainy vignette vintage Kodachrome Lomography stained highly detailed found footage . octane render highly detailed volumetric dramatic lighting,"grotesque, unsightly, misshapen, deformed, mangled, awkward, distorted, twisted, contorted, misshapen, lopsided, malformed, asymmetrical, irregular, unnatural, botched, mangled, mutilated, disfigured, unsightly, ugly, repulsive, revolting, ghastly, hideous, unappealing, terrible, awful, frightful, odious, loathsome, revolting, obnoxious, detestable, hateful, repugnant, sickening, vile, abhorrent, contemptible, execrable, loathsome, detestable, repellent, disgusting, revolting, loathsome, distasteful, abominable, ugly, tiling, poorly drawn hands, poorly drawn feet, poorly drawn face, out of frame, extra limbs, disfigured, deformed, body out of frame, blurry, bad anatomy, blurred, watermark, grainy, signature, cut off, draft, amateur, multiple, gross, weird, uneven, furnishing, decorating, decoration, furniture, text, poor, low, basic, worst, unprofessional, failure, crayon, oil, label, thousand (hands:1.1), , straight stitch, monochromatic, plain, unpatterned",False,None,1,1366,0,577,66,265,5,impossiblebearcl4060,boltning_v10,"Size: 850x1280, Seed: 1883790975, Steps: 10, Sampler: Euler, Version: v1.9.3",sdxl_vae.safetensors,"Name: boltning_v10, Type: model, Weight: N/A",,,,,
2024-09-11T16:09:40.094Z,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/947511e1-6188-4c81-a3b5-e27b6948eaab/width=832/947511e1-6188-4c81-a3b5-e27b6948eaab.jpeg,DB4RZ style painting dark art by Patrick McHale and Stephen Darbishire Surreal cosmic scene giant teardrop shaped planetary structure split open revealing colorful galaxy inside small human figure for scale barren alien landscape background cosmic clouds in space above vibrant colors transitioning from cool blues to warm oranges and pinks highly detailed stellar formations Streams of pure cobalt blue electron flow perfect one-dimensional channels of quantum conductivity Perforated corten steel polished micro-topping and reclaimed chestnut Over the Garden Wall dark fantasy atmospheric storytelling British landscape painting Lake District scenes atmospheric and moody landscapes,,False,None,1,1447,0,478,152,196,2,EBYGRALE,,"Size: 832x1216, Seed: 3412378628, Steps: 40, Sampler: Undefined, Version: ",N/A,,,,,,
